DepartureAirportName,ArrivalAirportName,Duration,CompanyName,EconomyClassPrice,BusinessClassPrice,FirstClassPrice,WeekDaysOfFlight,DepartureHours,,
Mariupol International Airport,Pescara International Airport,251,Bulgaria Air,228,2118,4091,Wednesday Thursday Saturday,11:47 08:59 02:52,,
Mariupol International Airport,Pescara International Airport,389,LOT Polish Airlines,70,2192,2310,Monday Thursday,23:28 08:48 03:40,,
Naples International Airport,Pescara International Airport,134,Finnair,467,1992,2362,Monday Tuesday Friday,19:48 02:36,,
Naples International Airport,Pescara International Airport,314,Jet2.com,421,1876,2306,Tuesday Sunday,00:12 15:21,,
Naples International Airport,Pescara International Airport,410,Ukraine International Airlines,937,2777,1895,Monday Tuesday Friday Saturday Sunday,02:20 18:45 10:26,,
Nizhny Novgorod Strigino International Airport,Pescara International Airport,306,Ryanair,333,2115,2356,Monday Tuesday Saturday Sunday,11:52 17:51,,
Nizhny Novgorod Strigino International Airport,Pescara International Airport,465,Lufthansa Group,628,1047,3156,Monday Thursday Friday Saturday Sunday,07:14 13:10 12:02,,
Nizhny Novgorod Strigino International Airport,Pescara International Airport,357,Bulgaria Air,134,2917,3206,Tuesday Wednesday Saturday Sunday,22:21 03:47 03:47,,
Nizhny Novgorod Strigino International Airport,Pescara International Airport,453,Nordwind Airlines,309,934,2867,Monday Tuesday Wednesday Thursday Friday Saturday,14:50 12:12,,
Nizhny Novgorod Strigino International Airport,Pescara International Airport,222,Pegas Fly,300,1944,3214,Thursday Saturday Sunday,03:47 19:58,,
Nizhny Novgorod Strigino International Airport,Pescara International Airport,466,UTair Aviation,846,2108,1653,Monday Wednesday Saturday Sunday,11:06 22:07,,
Norwich International Airport,Pescara International Airport,177,Pegas Fly,660,2779,1663,Monday Tuesday Saturday,20:01 16:27 07:42,,
Norwich International Airport,Pescara International Airport,185,Nordwind Airlines,372,1005,2438,Monday Wednesday,18:06,,
Norwich International Airport,Pescara International Airport,481,Aegean Airlines,812,2699,2251,Monday Thursday Friday Saturday,23:43 09:53 16:33,,
Norwich International Airport,Pescara International Airport,428,Azerbaijan Airlines,978,2122,3830,Monday Tuesday Thursday Friday,01:04 05:47,,
Norwich International Airport,Pescara International Airport,351,Ryanair,85,2748,3588,Wednesday Thursday Friday Sunday,21:09 18:09 16:20,,
Norwich International Airport,Pescara International Airport,389,Ural Airlines,588,2766,4034,Monday Tuesday Thursday Friday Sunday,09:18 20:44 23:15,,
Oradea International Airport,Pescara International Airport,342,Volotea,455,1333,2750,Monday Thursday Friday Sunday,16:21 11:45,,
Oradea International Airport,Pescara International Airport,385,Lufthansa Group,116,1304,3315,Monday Thursday Friday Sunday,12:00,,
Oradea International Airport,Pescara International Airport,341,Air Europa,434,1479,3588,Saturday,12:36 18:42 12:20,,
Oradea International Airport,Pescara International Airport,431,Azimuth,200,2569,3823,Monday Tuesday Friday Sunday,12:57 00:25 00:35,,
Oradea International Airport,Pescara International Airport,198,Ukraine International Airlines,248,2852,1826,Monday Thursday Friday,17:20 05:39 17:08,,
Oradea International Airport,Pescara International Airport,98,Windrose,51,938,3478,Monday Tuesday Wednesday Saturday Sunday,20:07 22:43 08:24,,
Platov International Airport,Pescara International Airport,375,Bulgaria Air,120,1035,2737,Monday Tuesday Sunday,09:41,,
Platov International Airport,Pescara International Airport,410,UTair Aviation,892,2041,2666,Tuesday Wednesday Friday,16:27 23:32 23:46,,
Platov International Airport,Pescara International Airport,193,I-Fly,453,2699,1349,Monday Wednesday,13:58 12:20 22:15,,
Platov International Airport,Pescara International Airport,141,NordStar,220,947,2783,Tuesday Wednesday Sunday,10:49 06:19,,
Platov International Airport,Pescara International Airport,337,Nordwind Airlines,242,2755,2839,Thursday Saturday,21:31 15:53 21:46,,
Platov International Airport,Pescara International Airport,236,S7 Airlines,482,2909,1583,Monday Tuesday Friday Saturday Sunday,13:28 15:17 04:05,,
Región de Murcia International Airport,Pescara International Airport,132,LOT Polish Airlines,586,1361,2601,Monday Tuesday Saturday,19:51,,
Región de Murcia International Airport,Pescara International Airport,316,Turkish Airlines,861,1758,3991,Monday Tuesday Wednesday Sunday,12:11,,
Región de Murcia International Airport,Pescara International Airport,372,AirBaltic,788,2016,1443,Tuesday,07:26 08:13 11:06,,
Región de Murcia International Airport,Pescara International Airport,402,Azur Air,260,2424,2588,Tuesday Thursday Sunday,21:56 07:29 18:10,,
Región de Murcia International Airport,Pescara International Airport,173,Lufthansa Group,255,2463,4110,Monday Tuesday Wednesday Thursday Saturday,17:11 07:25 11:06,,
Región de Murcia International Airport,Pescara International Airport,75,Yamal Airlines,164,2488,3192,Tuesday Wednesday Friday Saturday,01:24 15:39 19:03,,
Rivne International Airport,Pescara International Airport,457,Aegean Airlines,249,2586,4082,Thursday Sunday,10:38 09:15 21:53,,
Rivne International Airport,Pescara International Airport,80,Blue Air,832,2915,3722,Monday Wednesday Saturday,05:00 01:21 20:37,,
Rivne International Airport,Pescara International Airport,394,S7 Airlines,832,2421,3127,Tuesday Wednesday Thursday Sunday,22:07 22:43 07:29,,
Sabetta International Airport,Pescara International Airport,248,Volotea,978,856,4002,Tuesday Friday Sunday,08:23 23:30 05:55,,
Sabetta International Airport,Pescara International Airport,166,Royal Flight,201,1017,1339,Monday Tuesday Thursday Friday Saturday Sunday,00:47 10:41 07:53,,
Sabetta International Airport,Pescara International Airport,223,Sky Express,584,1375,3732,Wednesday Friday Sunday,16:46 19:14,,
Sármellék International Airport,Pescara International Airport,286,Icelandair Group,239,804,1572,Monday Thursday Friday,13:51 19:18,,
Sármellék International Airport,Pescara International Airport,368,I-Fly,371,878,4309,Monday Thursday Friday Saturday Sunday,19:31 11:49,,
Sármellék International Airport,Pescara International Airport,78,LOT Polish Airlines,480,1394,4274,Monday Thursday Sunday,16:26 10:23,,
Ternopil International Airport,Pescara International Airport,174,Pegasus Airlines,560,2191,2187,Monday Thursday Saturday Sunday,09:24 10:29,,
Ternopil International Airport,Pescara International Airport,273,Turkish Airlines,986,1421,2950,Monday Wednesday,00:47 19:21,,
Ternopil International Airport,Pescara International Airport,156,Belavia,507,2131,2251,Tuesday Thursday Friday Saturday,21:57 06:54 19:34,,
Ternopil International Airport,Pescara International Airport,309,Croatia Airlines,697,2763,3996,Tuesday Wednesday Friday Saturday,21:37 16:00 12:30,,
Ternopil International Airport,Pescara International Airport,141,SkyUp,937,2070,3704,Thursday Saturday Sunday,11:23 18:06,,
Ternopil International Airport,Pescara International Airport,496,TUI Airways,512,1240,1394,Friday Sunday,14:13 15:19 01:27,,
Vienna International Airport,Pescara International Airport,120,Air Astana,226,1426,1577,Tuesday Wednesday Friday,18:24,,
Vienna International Airport,Pescara International Airport,126,Windrose,253,2756,3957,Tuesday Wednesday,21:10 23:11 19:58,,
Vienna International Airport,Pescara International Airport,395,Luxair,219,1327,2108,Tuesday Saturday,14:22 15:46,,
Vienna International Airport,Pescara International Airport,501,Aeroflot Group,185,1084,3664,Tuesday Wednesday Friday Saturday Sunday,09:27 19:47 16:51,,
Vienna International Airport,Pescara International Airport,455,Air France-KLM,356,1959,3346,Monday Tuesday Thursday,02:10 10:08 10:31,,
Vienna International Airport,Pescara International Airport,163,Blue Air,220,1867,3016,Friday Saturday Sunday,02:45 10:33,,
Vienna International Airport,Pescara International Airport,267,Sky Express,858,1992,2776,Wednesday Thursday Friday Sunday,03:04 13:10,,
Vienna International Airport,Pescara International Airport,75,SkyUp,155,2560,2244,Monday Wednesday Sunday,09:56 08:40 10:43,,
Vienna International Airport,Pescara International Airport,366,Turkish Airlines,541,1759,2409,Tuesday Wednesday Friday Saturday Sunday,20:47 03:48 06:41,,
Vilnius International Airport,Pescara International Airport,96,AirBaltic,458,741,3616,Monday Wednesday Friday,16:41,,
Vilnius International Airport,Pescara International Airport,314,Air France-KLM,309,1370,1741,Tuesday Wednesday Friday Saturday,19:53,,
Vilnius International Airport,Pescara International Airport,384,Bulgaria Air,850,2617,3865,Monday Tuesday Thursday Friday,02:12 17:24 14:22,,
Vilnius International Airport,Pescara International Airport,450,Luxair,967,2378,3367,Saturday,19:41 10:00,,
Vilnius International Airport,Pescara International Airport,447,SkyUp,221,848,1780,Monday Tuesday Thursday Sunday,04:13 18:56 06:38,,
Vilnius International Airport,Pescara International Airport,493,UTair Aviation,396,1784,2901,Wednesday Sunday,05:22 21:12 22:39,,
Volgograd International Airport,Pescara International Airport,247,Sky Express,923,1449,1890,Monday Tuesday Wednesday Thursday,07:09 11:49 18:47,,
Volgograd International Airport,Pescara International Airport,368,Ukraine International Airlines,547,2065,3155,Monday Tuesday Wednesday Saturday Sunday,14:44 20:55,,
Volgograd International Airport,Pescara International Airport,165,Air Astana,277,2512,2298,Wednesday Thursday Friday Saturday,11:00 22:48 20:18,,
Volgograd International Airport,Pescara International Airport,445,Finnair,860,2718,1389,Tuesday Wednesday,11:40,,
Volgograd International Airport,Pescara International Airport,398,Jet2.com,371,2709,1594,Monday Saturday Sunday,03:25 05:26 15:21,,
Volgograd International Airport,Pescara International Airport,415,Smartavia,113,945,3818,Thursday Friday Sunday,21:29 03:18 23:33,,
Voronezh International Airport,Pescara International Airport,250,Jet2.com,530,1094,3579,Tuesday Friday Saturday,07:05,,
Voronezh International Airport,Pescara International Airport,466,Azur Air,171,1684,2376,Monday Tuesday Thursday Friday Sunday,13:02 15:58 17:56,,
Voronezh International Airport,Pescara International Airport,406,SkyUp,252,2034,3058,Tuesday Friday Saturday,10:54 07:14 13:50,,
Voronezh International Airport,Pescara International Airport,305,SmartWings Group,298,1515,3182,Monday Tuesday Wednesday Saturday,02:06 03:42 15:09,,
Voronezh International Airport,Pescara International Airport,272,TUI Airways,541,818,1346,Monday Tuesday,01:52 21:40 05:42,,
Voronezh International Airport,Pescara International Airport,234,Windrose,523,1555,3873,Sunday,07:59 04:25,,
Alexander the Great International Airport,Pisa International Airport,386,Royal Flight,81,2769,4280,Monday Tuesday Saturday,19:01,,
Alexander the Great International Airport,Pisa International Airport,209,NordStar,806,2184,3299,Monday Tuesday Thursday Friday,03:24 16:04 09:20,,
Alexander the Great International Airport,Pisa International Airport,482,Smartavia,532,2558,2239,Monday Tuesday Thursday Saturday,02:11 23:08 02:59,,
Almería International Airport,Pisa International Airport,167,UTair Aviation,985,717,2829,Monday Tuesday Thursday Friday Saturday,06:54 19:47,,
Almería International Airport,Pisa International Airport,234,EasyJet,814,1879,1475,Wednesday Thursday Friday Saturday,01:36 04:50,,
Almería International Airport,Pisa International Airport,355,NordStar,885,2215,2617,Wednesday Thursday Sunday,08:59 10:22 14:17,,
Antwerp International Airport,Pisa International Airport,179,Belavia,898,1015,4372,Monday Wednesday Thursday,19:07 04:30,,
Antwerp International Airport,Pisa International Airport,194,Air Europa,607,1225,1592,Monday Wednesday Friday Saturday,20:20 04:41,,
Antwerp International Airport,Pisa International Airport,117,Aeroflot Group,463,2108,3315,Tuesday Thursday Friday Saturday,16:13 21:53 19:50,,
Antwerp International Airport,Pisa International Airport,359,Azur Air,322,2106,4110,Monday Tuesday Wednesday Thursday Saturday,04:11 09:44 09:29,,
Antwerp International Airport,Pisa International Airport,222,Ryanair,804,1924,2595,Friday,21:51 06:19 11:55,,
Antwerp International Airport,Pisa International Airport,434,SAS Group,231,1175,2289,Tuesday Thursday Saturday,00:51 04:05,,
Arad International Airport,Pisa International Airport,113,Lufthansa Group,811,1554,1400,Friday Saturday,06:06 14:29,,
Arad International Airport,Pisa International Airport,471,Air Malta,261,1268,3064,Thursday Friday,12:38 13:37,,
Arad International Airport,Pisa International Airport,283,Air Serbia,714,1777,3741,Monday Tuesday Thursday Sunday,09:26 20:27,,
Arad International Airport,Pisa International Airport,287,Icelandair Group,935,1848,3742,Tuesday Friday Saturday Sunday,05:17 23:46,,
Arad International Airport,Pisa International Airport,393,SkyUp,58,2970,4415,Monday Thursday Friday Saturday,22:43 23:38 14:53,,
Arad International Airport,Pisa International Airport,166,Windrose,936,1162,1914,Wednesday Thursday Friday Saturday,22:14 15:49 07:42,,
Bălți International Airport,Pisa International Airport,359,Air Serbia,614,2135,3826,Monday Tuesday Wednesday Thursday Saturday Sunday,04:52 04:34 01:07,,
Bălți International Airport,Pisa International Airport,484,LOT Polish Airlines,97,1145,1908,Monday Saturday,10:10 08:23 23:18,,
Bălți International Airport,Pisa International Airport,381,Air Europa,839,2539,3680,Monday Tuesday Wednesday Thursday Saturday Sunday,13:47 15:39,,
Bălți International Airport,Pisa International Airport,460,I-Fly,60,2359,4208,Monday Wednesday Saturday,11:25 02:20 10:54,,
Bălți International Airport,Pisa International Airport,431,International Airlines Group,519,2319,2479,Thursday Friday Saturday,12:21 16:38,,
Bălți International Airport,Pisa International Airport,445,Nordwind Airlines,453,1303,2623,Monday Tuesday Thursday Friday,10:30 01:46,,
Blackpool International Airport,Pisa International Airport,68,Sky Express,903,1021,3964,Tuesday Thursday Saturday,21:52 10:11 13:11,,
Blackpool International Airport,Pisa International Airport,189,Pegasus Airlines,411,1758,4108,Tuesday,10:30,,
Blackpool International Airport,Pisa International Airport,419,AirBaltic,954,1952,4299,Monday Tuesday Thursday Friday Sunday,17:30 19:26 19:54,,
Blackpool International Airport,Pisa International Airport,362,Enter Air,745,2151,3222,Tuesday Wednesday Friday Sunday,04:20 22:02 21:27,,
Blackpool International Airport,Pisa International Airport,354,SmartWings Group,824,1257,4065,Monday Wednesday Thursday Saturday Sunday,20:25 16:46 00:33,,
Blackpool International Airport,Pisa International Airport,348,Virgin Atlantic,875,809,1618,Monday Thursday Friday Sunday,14:52 19:40 09:10,,
Chania International Airport,Pisa International Airport,118,Windrose,283,1059,1967,Tuesday Wednesday Friday Saturday Sunday,17:55 19:19 22:48,,
Chania International Airport,Pisa International Airport,413,Icelandair Group,510,851,1341,Monday Thursday Saturday Sunday,02:44 17:57,,
Chania International Airport,Pisa International Airport,81,Aeroflot Group,458,1855,3281,Monday Tuesday Wednesday Friday Saturday,18:13 03:08,,
Chania International Airport,Pisa International Airport,138,Belavia,713,1053,3017,Monday Wednesday Thursday Friday,02:25 11:34 17:36,,
Chania International Airport,Pisa International Airport,204,Sky Express,318,1920,4368,Monday Tuesday Wednesday Thursday,17:50 17:39,,
Chania International Airport,Pisa International Airport,498,Wizz Air,575,1730,2455,Monday Thursday,18:48 01:44 19:58,,
Chişinău International Airport,Pisa International Airport,312,Belavia,253,2952,4031,Monday Tuesday Friday Sunday,21:36 12:46 11:19,,
Chişinău International Airport,Pisa International Airport,501,Smartavia,392,1113,2427,Tuesday Thursday Saturday,20:12 21:11,,
Chişinău International Airport,Pisa International Airport,453,TUI Airways,801,2367,2191,Tuesday Wednesday Saturday Sunday,23:29 19:22 15:36,,
Cluj-Napoca International Airport,Pisa International Airport,501,Air Europa,577,1797,3518,Monday Thursday,14:30,,
Cluj-Napoca International Airport,Pisa International Airport,173,Windrose,411,2244,3626,Wednesday Thursday Friday Saturday Sunday,08:09 16:48 21:55,,
Cluj-Napoca International Airport,Pisa International Airport,302,Yamal Airlines,115,2460,2625,Monday Wednesday Sunday,14:30 16:30 02:04,,
Geneva Airport,Pisa International Airport,370,Jet2.com,670,2037,3291,Monday Tuesday Thursday Friday,14:27 08:55 23:01,,
Geneva Airport,Pisa International Airport,431,AirBaltic,960,2854,3168,Monday Tuesday Wednesday Thursday Sunday,19:02 00:17 00:56,,
Geneva Airport,Pisa International Airport,385,SkyUp,924,1731,1846,Monday Friday Saturday,11:22 20:26,,
Győr-Pér International Airport,Pisa International Airport,251,TAROM,875,1707,4335,Tuesday Wednesday Thursday Saturday,02:51 18:45,,
Győr-Pér International Airport,Pisa International Airport,468,Nordwind Airlines,339,1135,1968,Tuesday Thursday Saturday,20:55 01:23,,
Győr-Pér International Airport,Pisa International Airport,344,I-Fly,336,1435,3055,Thursday Friday,00:16 20:53 10:50,,
Győr-Pér International Airport,Pisa International Airport,97,Luxair,258,1896,4375,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,06:39 19:25,,
Győr-Pér International Airport,Pisa International Airport,261,Norwegian Air Shuttle ASA,130,1889,1348,Monday Friday Saturday,13:01 10:39 01:00,,
Győr-Pér International Airport,Pisa International Airport,386,Volotea,494,1211,2737,Wednesday Thursday Friday,15:01 21:46 07:16,,
Katowice International Airport,Pisa International Airport,228,Air Europa,237,1998,3085,Monday Tuesday Thursday Friday,14:36,,
Katowice International Airport,Pisa International Airport,500,Aegean Airlines,213,1339,3241,Monday Wednesday Thursday,20:41 23:13,,
Katowice International Airport,Pisa International Airport,152,Air France-KLM,202,2419,3086,Monday Tuesday Thursday Friday Saturday,06:04 03:54,,
Katowice International Airport,Pisa International Airport,157,Royal Flight,617,1872,3450,Monday Friday,15:52 04:49 08:16,,
Katowice International Airport,Pisa International Airport,261,Smartavia,932,1001,4018,Monday Tuesday Wednesday Saturday,01:38 13:14 08:27,,
Katowice International Airport,Pisa International Airport,371,Windrose,903,2066,4136,Tuesday Wednesday Sunday,13:11 13:04,,
Malta International Airport,Pisa International Airport,145,Icelandair Group,343,2041,1832,Tuesday Thursday Saturday,11:59,,
Malta International Airport,Pisa International Airport,202,I-Fly,103,1069,3534,Wednesday Sunday,08:20 04:22 05:42,,
Malta International Airport,Pisa International Airport,170,Air Serbia,189,859,1602,Wednesday Saturday Sunday,19:28 21:07 00:37,,
Malta International Airport,Pisa International Airport,302,Enter Air,283,1089,2957,Thursday Sunday,05:25 15:41 05:16,,
Malta International Airport,Pisa International Airport,396,NordStar,358,1787,1708,Monday Wednesday Thursday,08:49 05:59 08:33,,
Malta International Airport,Pisa International Airport,367,SAS Group,905,2724,3544,Wednesday Thursday Friday Saturday Sunday,05:46 09:25 09:21,,
Mytilene International Airport,Pisa International Airport,486,Jet2.com,580,1955,2230,Tuesday Sunday,08:16,,
Mytilene International Airport,Pisa International Airport,250,Blue Air,889,1860,3884,Monday Tuesday Friday Saturday Sunday,23:18 19:33 19:43,,
Mytilene International Airport,Pisa International Airport,476,Windrose,446,2475,3844,Tuesday Thursday Saturday,14:38 15:26,,
Naples International Airport,Pisa International Airport,186,Pegasus Airlines,395,1428,4253,Friday,14:19 03:23,,
Naples International Airport,Pisa International Airport,294,Bulgaria Air,695,2237,2123,Monday Wednesday Friday Saturday,06:58,,
Naples International Airport,Pisa International Airport,445,Aegean Airlines,843,2784,3871,Tuesday Wednesday Saturday Sunday,21:53 22:42 08:59,,
Naples International Airport,Pisa International Airport,297,Aeroflot Group,189,827,2291,Monday Wednesday Thursday Friday Saturday Sunday,23:14 23:01 01:46,,
Naples International Airport,Pisa International Airport,221,Finnair,161,1474,1926,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,14:22 13:10 09:51,,
Naples International Airport,Pisa International Airport,340,International Airlines Group,254,955,3565,Tuesday Thursday Friday Saturday,01:31 10:49,,
Nizhny Novgorod Strigino International Airport,Pisa International Airport,70,Air Serbia,84,1015,1328,Monday,02:46 23:42,,
Nizhny Novgorod Strigino International Airport,Pisa International Airport,370,Blue Air,137,2781,3489,Monday Tuesday Thursday,09:43 22:01 04:02,,
Nizhny Novgorod Strigino International Airport,Pisa International Airport,189,Yamal Airlines,229,726,3864,Monday Tuesday Wednesday Thursday Saturday Sunday,01:32 08:10 01:59,,
Ostend-Bruges International Airport,Pisa International Airport,130,Air France-KLM,80,1440,2751,Wednesday Thursday Saturday,18:52,,
Ostend-Bruges International Airport,Pisa International Airport,185,Royal Flight,659,1851,2010,Monday Tuesday Wednesday Friday Saturday,18:37 14:24,,
Ostend-Bruges International Airport,Pisa International Airport,250,Icelandair Group,808,1291,1708,Monday Thursday Saturday Sunday,14:31 01:34,,
Ostend-Bruges International Airport,Pisa International Airport,461,Lufthansa Group,641,2180,4229,Monday Tuesday Wednesday Friday Sunday,20:03 17:16 03:28,,
Ostend-Bruges International Airport,Pisa International Airport,135,Pegas Fly,641,1148,2026,Monday Tuesday Thursday Friday Saturday,03:17 20:41,,
Ostend-Bruges International Airport,Pisa International Airport,198,UTair Aviation,984,1923,1321,Tuesday Thursday Saturday Sunday,11:50 15:39 15:50,,
Paris-Charles de Gaulle Airport,Pisa International Airport,190,Ural Airlines,389,2393,4122,Wednesday Saturday Sunday,10:57 17:27,,
Paris-Charles de Gaulle Airport,Pisa International Airport,254,TAP Air Portugal,273,1190,1569,Monday Friday Saturday,13:45 20:38,,
Paris-Charles de Gaulle Airport,Pisa International Airport,306,Belavia,701,2732,3074,Monday Tuesday Saturday Sunday,23:47 07:16,,
Paris-Charles de Gaulle Airport,Pisa International Airport,98,EasyJet,578,960,4054,Monday Tuesday Thursday Sunday,11:06,,
Paris-Charles de Gaulle Airport,Pisa International Airport,335,Jet2.com,310,1103,1458,Wednesday Thursday Sunday,12:47 15:08 15:01,,
Paris-Charles de Gaulle Airport,Pisa International Airport,238,S7 Airlines,854,1960,3862,Monday Tuesday Thursday Friday Sunday,12:27 19:39,,
Sheremetyevo International Airport,Pisa International Airport,132,Jet2.com,690,1186,3674,Monday Wednesday Friday Saturday Sunday,22:39 04:51 21:22,,
Sheremetyevo International Airport,Pisa International Airport,191,I-Fly,941,2815,3139,Monday Tuesday Thursday,14:16 00:03,,
Sheremetyevo International Airport,Pisa International Airport,231,Aegean Airlines,819,1478,2399,Tuesday Wednesday Thursday Friday Saturday,01:54 01:07,,
Sheremetyevo International Airport,Pisa International Airport,485,Blue Air,652,945,4033,Wednesday Thursday Friday Sunday,10:07 09:04 17:48,,
Sheremetyevo International Airport,Pisa International Airport,309,Bulgaria Air,796,1775,2544,Wednesday Friday Saturday Sunday,01:07 09:19 20:36,,
Sheremetyevo International Airport,Pisa International Airport,338,Ural Airlines,576,2532,2611,Tuesday Wednesday Thursday Sunday,03:33 18:24 00:37,,
Sochi International Airport,Pisa International Airport,422,NordStar,723,1421,3218,Wednesday Friday Saturday Sunday,13:15 11:35 09:22,,
Sochi International Airport,Pisa International Airport,264,Finnair,931,1383,3051,Monday Tuesday Wednesday Thursday Friday,22:05 22:40,,
Sochi International Airport,Pisa International Airport,273,Sky Express,523,1553,2997,Tuesday Wednesday Saturday Sunday,10:03 02:44,,
Uzhhorod International Airport,Pisa International Airport,149,Yamal Airlines,317,2313,2103,Monday Tuesday Wednesday Thursday Friday,01:38 18:55 22:01,,
Uzhhorod International Airport,Pisa International Airport,443,Aeroflot Group,223,1104,2113,Monday Thursday Friday Saturday Sunday,04:55 20:00 08:50,,
Uzhhorod International Airport,Pisa International Airport,389,SmartWings Group,92,1504,2586,Monday Wednesday Friday,03:48 15:10,,
Uzhhorod International Airport,Pisa International Airport,105,Ural Airlines,810,845,2160,Monday Tuesday Friday Sunday,10:20 15:20 14:19,,
Uzhhorod International Airport,Pisa International Airport,75,Volotea,463,1998,4037,Tuesday Thursday Sunday,22:57 09:38 15:29,,
Uzhhorod International Airport,Pisa International Airport,108,Wizz Air,889,2307,4015,Friday Saturday,01:39 00:12 17:51,,
Vienna International Airport,Pisa International Airport,317,Ukraine International Airlines,445,2083,2033,Monday Wednesday Thursday Sunday,16:08 10:15,,
Vienna International Airport,Pisa International Airport,171,Red Wings Airlines,953,1529,1519,Monday Tuesday Thursday Sunday,16:19 12:03 02:04,,
Vienna International Airport,Pisa International Airport,194,Royal Flight,871,2204,2555,Monday Tuesday Thursday Friday Saturday,22:03 05:46 20:40,,
Villanova D'Albenga International Airport,Pisa International Airport,498,Air Malta,716,2206,1863,Tuesday Wednesday Saturday,23:26 19:34,,
Villanova D'Albenga International Airport,Pisa International Airport,127,Jet2.com,823,1730,2681,Tuesday Thursday Friday Saturday Sunday,02:22 08:16 02:55,,
Villanova D'Albenga International Airport,Pisa International Airport,338,TUI Airways,832,1095,3483,Thursday Friday Saturday,06:33 18:34 00:57,,
Zakynthos International Airport Dionysios Solomos,Pisa International Airport,384,Croatia Airlines,485,1590,2179,Monday Wednesday Thursday Friday,16:40 07:16 08:34,,
Zakynthos International Airport Dionysios Solomos,Pisa International Airport,426,Azimuth,792,1055,1689,Monday Tuesday Friday Saturday,04:14 06:06,,
Zakynthos International Airport Dionysios Solomos,Pisa International Airport,438,AirBaltic,713,2303,1832,Friday Saturday Sunday,18:08 13:36 04:13,,
Zakynthos International Airport Dionysios Solomos,Pisa International Airport,478,Azerbaijan Airlines,495,2569,1696,Monday Tuesday Friday,01:26 09:42,,
Zakynthos International Airport Dionysios Solomos,Pisa International Airport,485,Pegasus Airlines,647,2177,3841,Tuesday Sunday,03:33 07:58 12:49,,
Zakynthos International Airport Dionysios Solomos,Pisa International Airport,347,S7 Airlines,687,1927,2925,Wednesday Thursday Saturday,20:57 01:28 21:10,,
Zaporizhzhia International Airport,Pisa International Airport,467,Icelandair Group,587,1148,3280,Monday Tuesday Sunday,23:13 21:15,,
Zaporizhzhia International Airport,Pisa International Airport,485,TAP Air Portugal,692,1615,2341,Tuesday Wednesday Thursday Friday Saturday Sunday,18:59 21:10,,
Zaporizhzhia International Airport,Pisa International Airport,340,Azur Air,313,1336,2503,Monday Thursday Friday Saturday Sunday,03:11 02:12 18:40,,
Zaporizhzhia International Airport,Pisa International Airport,393,EasyJet,236,2650,3417,Monday Tuesday Friday Saturday,13:12 00:42,,
Zaporizhzhia International Airport,Pisa International Airport,429,Ural Airlines,887,1400,3686,Tuesday Saturday Sunday,07:40 23:00 11:45,,
Zaporizhzhia International Airport,Pisa International Airport,192,Yamal Airlines,739,1413,3304,Monday Tuesday Wednesday Thursday Friday,22:17 19:38 19:55,,
Banja Luka International Airport,Platov International Airport,306,Ural Airlines,302,1235,1379,Thursday,08:51 22:12,,
Banja Luka International Airport,Platov International Airport,102,Azur Air,611,890,2851,Monday Tuesday Wednesday Friday Saturday Sunday,04:55,,
Banja Luka International Airport,Platov International Airport,210,TAROM,372,1580,4355,Tuesday Friday Saturday,07:31 18:59,,
Belfast International Airport,Platov International Airport,125,UTair Aviation,534,781,3487,Monday Tuesday Thursday Saturday Sunday,17:41 11:52,,
Belfast International Airport,Platov International Airport,150,TAP Air Portugal,537,1353,4207,Wednesday Thursday,02:55 05:39,,
Belfast International Airport,Platov International Airport,86,Aegean Airlines,785,2987,4023,Thursday Sunday,02:38 03:31,,
Belfast International Airport,Platov International Airport,172,Air Europa,433,2208,4215,Monday Tuesday Wednesday Sunday,10:17 16:19,,
Belfast International Airport,Platov International Airport,274,Pegas Fly,960,1372,1642,Monday Wednesday Thursday Friday,14:36 11:48 23:38,,
Belfast International Airport,Platov International Airport,278,Pegasus Airlines,981,1124,4183,Tuesday Wednesday Friday Saturday,21:30 01:52 01:54,,
Cahul International Airport,Platov International Airport,311,NordStar,807,2264,2181,Tuesday Sunday,07:59,,
Cahul International Airport,Platov International Airport,198,Air Europa,515,1882,2523,Monday Wednesday Friday Saturday Sunday,10:20 01:13,,
Cahul International Airport,Platov International Airport,80,Azimuth,622,2043,3739,Tuesday Friday Saturday,00:03 11:17,,
Cardiff International Airport,Platov International Airport,380,AirBaltic,891,955,1968,Monday Friday Saturday,23:11 13:59,,
Cardiff International Airport,Platov International Airport,387,Ryanair,823,1049,4138,Wednesday Saturday Sunday,19:07,,
Cardiff International Airport,Platov International Airport,227,EasyJet,228,1204,3254,Monday Wednesday Thursday Friday Saturday Sunday,23:39 08:45,,
Cardiff International Airport,Platov International Airport,252,LOT Polish Airlines,58,2757,2359,Monday Tuesday Thursday Saturday Sunday,05:57 05:41,,
Cardiff International Airport,Platov International Airport,480,Nordwind Airlines,978,1946,3651,Monday Tuesday Thursday Saturday,15:30 18:50 18:33,,
Cardiff International Airport,Platov International Airport,203,Smartavia,886,1033,2788,Monday Wednesday Thursday,11:53 08:37 01:16,,
Cherkasy International Airport,Platov International Airport,214,TAP Air Portugal,869,1385,1617,Monday Wednesday Thursday Friday Saturday,22:40 22:02 06:04,,
Cherkasy International Airport,Platov International Airport,280,Volotea,219,2614,1514,Monday Tuesday Saturday Sunday,02:38,,
