City,Name,PropertyType,PlaceType,PricePerDay,Pet,Bathroom,Bedroom,Bed,AirConditioning,Dryer,Heating,Iron,Kitchen,Tv,Washer,WiFi
Kaunas,Chic 2bed-2bath City Dream,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kaunas,#1 Rated 3br Park Slope Apt (1700sqf+Renovated!),Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kaunas,Horatio street Studio,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kavala,626 10th Avenue-4 bedroom 3 full Bathrooms,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kavala,"Spacious 2 BED, ROOFTOP | (20 mins to City)",Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kavala,Upper East close to the subway PERFECT LOCATION,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kazan,Near 5th Ave Exclusive apt in City,Apartment,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kerkyra Island,Large 1 Bedroom on Upper West Side. Prime Location,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kerkyra Island,The Prince - A Nolita One Bedroom Apartment,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kharkiv,Beautiful One Bedroom Chelsea,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kharkiv,High Rise with a Great View,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kherson,Luxury Brownstone Duplex in Historic Bed-Stuy,GuestHouse,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kraków,SpaHa Loft: Enormous and Bright,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kraków,Lovely Zen clean Chelsea/ West Village studio,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kraków,Room available in STUNNING apt in lower east side,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kraków,Luxury High Rise Near Central Park,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,Large & bright 2bd/2ba steps from everything,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,City hospitality,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,Designer Light Filled Room in Williamsburg,Hotel,PrivateRoom,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Best luxury deal in City.,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Preciosa House,House,PrivateRoom,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Gayla's Historic Garden Apartment and Home Theater,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kryvyi Rih,The Jefferson- CLEAN SPACIOUS & CLOSE TO City,Hotel,PrivateRoom,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Beautiful Duplex Apartment for Rent,House,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Stunning 2 Bed in Wall Street,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Liepāja,Modern apartment in trendy Williamsburg,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luhansk,Amazing  Apartment above Off-Broadway Theater,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luhansk,UPPER EAST SIDE 2 Bedroom Apt w. Washer/Dryer,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luxembourg,Lovely Park Slope Pied a Terre,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Luxembourg,Suite in a Midtown Luxury Hotel,Hotel,PrivateRoom,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luxembourg,"Bright, Spacious & Cozy 3-Bedroom",Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Luxembourg,Beautiful 1-BR apartment in charming brownstone!,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Luxembourg,Beautiful apartment with sweeping City views,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Lviv,Beautiful Artist loft,House,PrivateRoom,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,BedStuy/Clinton Hill Brownstone,House,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mărculeşti,"Sunlit, spacious City apartment",Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mărculeşti,Amazing UES 2 Bed w/ Laundry and Doorman  #6134,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mariupol,Super clean shared apartment to relax and unwind,Apartment,SharedRoom,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Milan,"Luxury Williamsburg, City LOFT",Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Milan,The best skyline view. 10 min ride to City.,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Milan,Cozy & Charming Studio in UES,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Milan,10 minutes from JFK Airport Rockaway Beach Heaven,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Moscow,"Spacious, Convenient 3br Apartment in City",Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mostar,CELEBRATE NEW YEAR'S EVE IN City,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mytilene,SunCity and stylish oasis in Williamsburg,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mytilene,Clean & Modern 1-BR Apt in the heart of City,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,3 Bdrm Bright Chelsea Loft,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mytilene,Hudson Yards area. Renovated apartment,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nápoli,New Spacious 1BD w/ Private Bathroom Chinatown/LES,Apartment,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nizhny Novgorod,Lovely 3-bedroom rental unit in Throgs Neck,Hotel,PrivateRoom,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nizhny Novgorod,Colorful 2+ Bedroom Apt. on City's Lower East Side,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Norwich,Nice quiet room,House,PrivateRoom,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Odessa,"Great place for 8, 30 min to City",GuestHouse,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Odessa,PrivateRoom in Williamsburg Apt,Hotel,PrivateRoom,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Odessa,"Bright Luxury Studio, Central Loc.",Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Oradea,PrivateRoom in a high floor apt,Hotel,PrivateRoom,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Oradea,Modern 2-Bedroom Art Gallery-ish  Apt in Bushwick,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ostend,"Massive, Bright, Quiet 1 BR in the Lower East Side",Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ostend,New 3 bedroom apt/ w private parking,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Palanga,ROOM (A),Hotel,PrivateRoom,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Palanga,Entire True Two-Bedroom Steps From Central Park!,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Paris,The Big Apple/Near Hospital & 2 mins from Subway,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pescara,Centrally located private home in flatbush,House,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pescara,Stylish peaceful oasis,Apartment,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pescara,Grandma™s Home in the Heart of Queens~Fam Friendly,House,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pisa,Designer Williamsburg Modern Loft on L Train,Apartment,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pisa,"SunCity Junior One Bedroom in Hell™s Kitchen, City",Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pisa,"Huge, sunCity 2BR Cobble Hill Duplex w/ two patios",Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Prishtina,"Art-filled Bed-Stuy duplex, 2bd + massive garden",Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Prishtina,Two Bedroom Apartment,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Reykjavík,2 bed / 2.5 bath with outdoor space,Apartment,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Reykjavík,Comfort at Crossroads of Downtown,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Reykjavík,Tranquil Oasis in the fast pace of City-Expanded,GuestHouse,PrivateRoom,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Reykjavík,Beautiful SunCity Modern Condo in trendy Greenpoint,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Riga,Elegant Studio in Mid-Town City,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Riga,Bright City (Boerum Hill) Condo w Roof Deck,Apartment,EntirePlace,250,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rimini,Lovely Studio apartment in North Williamsburg,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rimini,Red Hook Relaxation,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rivne,Heart of downtown City,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rivne,Upper East Side 2 Bedroom Apartment,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rivne,"Colorful, Cozy, Bright City studio",Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rivne,Cozy apartment in heart of City!!,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rivne,14- Pirme West Village Horatio st Studio,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rome,New Family friendly home  in Staten island!,House,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rostov-on-Don,Grandeur 3- bedroom residential home is Queens,House,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sabetta,Full size 3 Bedroom Apartment in Forest Hills.,GuestHouse,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sabetta,Best street in City.,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sabetta,Awesome Place in the Heart of EV,Hotel,PrivateRoom,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sabetta,61 street and 2 ave apt D City,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Samara,New Garden Apt in the Heart of Park Slope,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Samara,Apartamento de City c³modo,Hotel,PrivateRoom,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sarajevo,"Charming and Chic Studio Apt in East Village, City!",Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sarajevo,Gorgeous 1Br in the heart of NoMad,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sármellék,2 Bedroom apt.in City/City,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sármellék,Studio apartment close to subway,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sármellék,Private & Peaceful | Entire Place | High-Line,Apartment,EntirePlace,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sármellék,Studio steps from park & train!,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Šiauliai,"New & Spacious ~ Mins to City, ™›king Beds",Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Šiauliai,Cool two bedroom with office in Williamsburg,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sibiu,2 bedroom/1 bathroom next to Columbia University,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Simferopol,Authentic Artist Loft in Heart of Soho/Nolita,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sochi,"Large 2 bed, 2 bath apartment w/ private outdoors",Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sochi,"Bright, Cozy 1 Bedroom Close To City",Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Târgu Mureş,Historic 3 Bedroom Eastern Parkway,Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Târgu Mureş,"Spacious Studio, Freedom Tower View",Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ternopil,NEW Charming & Modern 2 Bed- Private Backyard!,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ternopil,Boerum Hill Charming Studio,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ternopil,Bed Stuy Beauty: Duplex w/ Front Patio & Rear Yard,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Thessaloniki,Spacious & Comfortable loft style apt in Queens,House,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tirana,BIG GORGEOUS 1 bd 2 br in PRIME of Chelsea,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Tirana,Lower East Side Master Bedroom w/ Private Bath,Hotel,PrivateRoom,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tirana,1-bedroom with gym by Pratt School,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ufa,1BR Single Apartment,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ufa,Beautiful Chelsea Market Studio,Apartment,EntirePlace,250,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Uzhhorod,Middle village,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Uzhhorod,Superior  Box House,Hotel,PrivateRoom,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Valletta,Charming Soho Loft,Hotel,PrivateRoom,250,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Valletta,Unique 1BR / Upper West Side,Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Valletta,Beautiful Apartment with Private Backyard Washer/D,Apartment,EntirePlace,250,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ventspils,Authentic Midtown City Studio,Apartment,EntirePlace,250,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Vienna,Dream house next to everything you need  and more,GuestHouse,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Vilnius,Awesome Green Vill. Penthouse Apt.,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Vilnius,"Luxury Astoria 1BD apt, 20min from City",Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Volgograd,"Bright, Huge 1Bdrm in Midtown",Apartment,EntirePlace,250,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Volgograd,Brand New Duplex 3BR~W/D in the unit.,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Zakynthos Island,Williamsburg Waterfront Exclusive Penthouse Gem,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Zakynthos Island,Heart of West Village cozy apt,Apartment,EntirePlace,250,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Zaporizhia,"Classic Brownstone in Williamsburg, BK W/ Backyard",Apartment,EntirePlace,250,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chernivtsi,Sunshine filled 2 bedroom East Village Apartment,Apartment,EntirePlace,251,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Debrecen,Warm and cozy place in the heart of City/3ppl,Apartment,EntirePlace,251,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Glasgow,Delightful Studio Apartment Near City,Apartment,EntirePlace,251,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Heraklion,Live City II - 2 Bedroom Apt  5 Min to Subway!,Apartment,EntirePlace,251,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ivano-Frankivsk,Bright Loft Studio with the best view in City,Apartment,EntirePlace,251,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kiev,Premium Queen View C - Yotel City,Hotel,PrivateRoom,251,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Liepāja,DUMBO DESIGN LOFT - BEST LOCATION IN City,Apartment,EntirePlace,251,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Prishtina,This place is a DREAM!,GuestHouse,PrivateRoom,251,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sarajevo,Danish Modern in Brownstone,GuestHouse,EntirePlace,251,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ostend,CENTRALLY LOCATED LUXURY 2 BED NEAR YANKEE STADIUM,Apartment,EntirePlace,252,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Riga,Beautiful Living w/1500sqft Deck & Outdoor Kitchen,Apartment,EntirePlace,252,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Thessaloniki,Apartamento privado en City,Hotel,PrivateRoom,252,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Alicante,Duplex townhouse with Balconies. Rainbow.,GuestHouse,EntirePlace,253,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Budapest,"Lovely, private 1-bedroom condo heart of City",Apartment,EntirePlace,253,FALSE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Constanţa,Newly Renovated 3-Bedroom Apt Steps City Access,Apartment,EntirePlace,253,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Győr,Magnificent Location Midtown Studio,Apartment,EntirePlace,253,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kraków,UNTITLED at Freeman-Bowery Queen Bigger Studio 708,Hotel,PrivateRoom,253,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Paris,The Residences at W City - Downtown - Apt 29F,Apartment,EntirePlace,253,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rivne,Elegant Studio in Upper East Side,Apartment,EntirePlace,253,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Târgu Mureş,Deluxe Queen Room in Boutique Art Hotel,Hotel,PrivateRoom,253,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tirana,"Charming Studio on the Upper East Side, Elevator Building",Apartment,EntirePlace,253,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tuzla,Most Comfortable and Cozy Apartment in City,Apartment,EntirePlace,253,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Arad,"Super cozy brownstone 1BR-Flex 2 in Bed-Stuy, BK",Apartment,EntirePlace,254,FALSE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chişinău,Abundance Penthouse,Apartment,EntirePlace,254,TRUE,1,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kerkyra Island,Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis,GuestHouse,EntirePlace,254,TRUE,1,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
